customer_id,age,yrs_experience,family_size,education_level,income,mortgage_amt,credit_card_acct,credit_card_spend,share_trading_acct,fixed_deposit_acct,online_acct,personal_loan
426,44,34,3,Undergraduate,192,0,yes,2.1,1,1,yes,yes
4788,38,1,2,Graduate,130,0,no,0,0,0,yes,yes
1105,37,33,1,Undergraduate,141,0,no,0,0,0,yes,no
5338,44,29,4,Undergraduate,75,0,yes,1.4,0,0,yes,no
1515,40,29,2,Graduate,61,0,no,0,0,0,yes,no
3183,32,17,2,Graduate,28,0,yes,3.2,0,0,yes,no
5660,45,8,2,Undergraduate,78,83,yes,1.6,0,0,yes,no
4104,45,27,3,Undergraduate,71,0,no,0,0,0,no,no
1729,51,4,4,Graduate,75,87,no,0,0,0,yes,yes
3996,40,12,1,Advanced or Professional,47,96,yes,2.2,0,0,no,no
3352,60,29,1,Advanced or Professional,134,0,yes,3,0,0,yes,no
459,,63,4,Undergraduate,267,0,yes,6.9,0,0,yes,no
3515,48,23,2,Advanced or Professional,132,270,yes,5.3,0,0,yes,yes
1326,60,39,3,Undergraduate,32,175,yes,1.2,0,0,yes,no
4964,37,24,4,Advanced or Professional,57,0,no,0,1,0,yes,no
1995,66,17,1,Advanced or Professional,67,0,no,0,0,0,yes,no
4363,47,34,2,Undergraduate,136,0,yes,2.4,0,0,yes,no
3832,48,24,3,Advanced or Professional,46,70,no,0,0,1,no,no
5568,42,8,4,Graduate,80,0,no,0,0,0,yes,no
3622,56,22,1,Graduate,31,0,no,0,1,0,yes,no
5254,64,24,4,Advanced or Professional,169,0,no,0,0,0,yes,no
1138,35,39,2,Undergraduate,108,0,yes,3.1,1,0,no,no
2815,56,8,4,Advanced or Professional,132,0,no,0,0,0,yes,yes
3781,65,37,2,Undergraduate,93,0,no,0,0,0,no,no
1990,44,10,1,Advanced or Professional,15,88,no,0,0,0,yes,no
2101,36,14,4,Graduate,125,339,yes,2.7,0,0,yes,yes
4487,,65,,Undergraduate,,0,no,0,0,0,yes,no
1704,32,36,2,Undergraduate,92,0,no,0,0,0,yes,no
1167,32,35,4,Graduate,84,226,yes,0.8,0,0,no,no
3621,28,14,3,Undergraduate,49,0,no,0,0,0,yes,no
954,,,,Undergraduate,8,0,yes,6.5,0,0,yes,no
4310,,65,,Undergraduate,,201,yes,7.1,0,0,yes,no
3724,36,42,3,Undergraduate,60,193,no,0,0,0,no,no
4934,62,40,2,Graduate,42,100,no,0,0,0,yes,no
4722,27,12,4,Advanced or Professional,78,0,no,0,0,0,yes,no
2924,45,2,2,Undergraduate,55,0,yes,2.1,0,0,yes,no
2996,51,31,2,Advanced or Professional,93,99,no,0,0,0,no,no
3455,25,29,2,Graduate,14,183,no,0,0,0,yes,no
4365,48,35,2,Graduate,139,0,no,0,0,0,yes,no
4083,50,33,3,Graduate,75,0,no,0,0,0,no,no
4115,,62,,Undergraduate,,139,no,0,0,0,yes,no
3153,53,2,1,Undergraduate,193,0,yes,0.2,0,0,yes,no
3998,54,41,2,Undergraduate,48,179,yes,1.7,0,1,yes,no
2286,43,33,2,Advanced or Professional,83,0,no,0,0,0,yes,no
4274,49,35,3,Advanced or Professional,92,0,no,0,0,0,yes,no
2297,53,35,4,Undergraduate,127,0,no,0,0,1,no,yes
110,60,13,3,Undergraduate,47,101,no,0,0,0,yes,no
5024,64,12,3,Undergraduate,59,195,yes,0.3,0,0,yes,no
1516,47,36,4,Graduate,156,0,yes,4.7,0,0,yes,yes
5231,45,3,1,Advanced or Professional,52,117,yes,1.6,0,0,yes,no
2567,46,12,1,Undergraduate,66,0,no,0,0,0,no,no
1819,31,9,2,Advanced or Professional,132,0,no,0,0,1,no,yes
885,57,41,1,Advanced or Professional,114,185,no,0,0,0,no,no
2462,53,26,3,Undergraduate,100,109,no,0,0,0,no,no
2680,61,37,2,Undergraduate,42,0,no,0,0,0,no,no
3657,38,26,3,Graduate,73,0,yes,1.8,0,0,yes,no
1475,55,15,1,Advanced or Professional,86,234,no,0,1,0,yes,no
1479,,,,Graduate,,0,no,0,0,0,no,no
4078,39,12,1,Graduate,140,219,yes,1.4,0,0,yes,no
1267,44,27,2,Graduate,48,0,yes,1.7,0,0,yes,no
349,46,0,4,Advanced or Professional,136,84,yes,1.3,0,0,yes,no
946,24,35,1,Advanced or Professional,68,164,no,0,0,0,no,no
2050,51,14,3,Undergraduate,27,103,yes,3.9,0,0,yes,no
2011,51,15,2,Undergraduate,101,0,no,0,0,0,no,no
2567,37,8,4,Undergraduate,66,71,yes,1.1,0,0,yes,no
1717,31,10,1,Undergraduate,62,0,yes,0,1,0,yes,no
3211,62,33,4,Undergraduate,25,0,no,0,0,0,yes,no
496,51,38,2,Undergraduate,105,0,no,0,0,0,yes,no
5258,28,40,2,Graduate,167,0,yes,0,0,0,no,yes
1201,34,,,Advanced or Professional,,0,no,0,0,0,yes,no
1916,52,11,2,Graduate,42,0,yes,0.2,1,0,yes,no
5657,57,27,1,Undergraduate,163,0,yes,1.7,0,0,no,no
1701,31,39,2,Advanced or Professional,75,0,no,0,0,0,yes,no
4630,43,2,2,Undergraduate,125,0,no,0,0,0,yes,no
3354,29,3,1,Advanced or Professional,56,96,no,0,0,0,yes,no
5631,37,29,1,Advanced or Professional,106,0,no,0,0,0,no,no
1874,25,16,2,Advanced or Professional,75,193,no,0,0,0,no,no
1955,47,42,4,Graduate,68,105,yes,2.5,0,0,yes,no
3280,52,9,2,Advanced or Professional,131,90,yes,6,0,0,yes,no
2725,35,34,4,Undergraduate,21,76,no,0,0,0,yes,no
5473,51,33,1,Undergraduate,67,74,no,0,0,0,no,no
913,49,15,2,Advanced or Professional,145,0,no,0,0,0,yes,yes
916,,,,Advanced or Professional,67,0,no,0,0,0,no,no
4650,52,8,1,Undergraduate,76,153,no,0,1,0,no,no
5838,54,33,3,Undergraduate,177,0,no,0,0,0,yes,no
1309,52,25,4,Advanced or Professional,112,0,no,0,0,0,no,yes
594,42,34,2,Graduate,39,0,yes,3.4,0,0,yes,no
2986,36,3,2,Undergraduate,43,0,no,0,0,0,no,no
1941,51,35,1,Advanced or Professional,63,100,no,0,0,0,yes,no
2683,89,,,Undergraduate,,0,yes,6.5,0,0,no,no
3089,51,36,3,Undergraduate,27,0,no,0,0,0,yes,no
521,59,27,1,Advanced or Professional,30,0,no,0,0,0,no,no
2198,32,11,1,Graduate,65,0,no,0,0,0,yes,no
918,39,37,1,Graduate,43,0,no,0,0,0,no,no
648,31,32,1,Advanced or Professional,162,273,yes,6.5,1,0,yes,yes
4178,43,31,1,Graduate,192,93,yes,3.3,0,0,no,no
2068,31,21,3,Advanced or Professional,116,134,no,0,0,0,no,no
3607,48,31,1,Undergraduate,55,0,no,0,1,0,yes,no
1210,30,37,1,Undergraduate,92,82,yes,0.2,0,1,no,no
617,56,30,2,Advanced or Professional,76,110,no,0,1,0,no,no
5930,36,29,4,Undergraduate,106,80,no,0,0,0,yes,no
3187,38,20,2,Undergraduate,153,125,no,0,0,0,yes,no
4958,28,40,2,Undergraduate,170,106,no,0,0,0,yes,yes
3304,41,17,1,Advanced or Professional,119,0,no,0,1,0,yes,no
3735,44,12,1,Advanced or Professional,62,121,no,0,0,0,yes,no
4997,41,34,2,Advanced or Professional,102,175,no,0,0,0,yes,no
5975,48,22,4,Advanced or Professional,29,0,yes,1.5,0,0,yes,no
371,43,6,1,Graduate,179,0,yes,3.9,0,0,yes,yes
4780,29,14,1,Undergraduate,28,103,no,0,0,0,yes,no
4601,54,10,4,Advanced or Professional,98,0,no,0,0,0,yes,no
824,28,36,2,Graduate,10,72,no,0,0,0,yes,no
5951,,,,Undergraduate,,0,no,0,1,0,yes,no
3008,51,4,1,Graduate,65,0,no,0,0,0,yes,no
4980,40,30,1,Undergraduate,48,161,no,0,0,0,yes,no
3829,56,15,3,Advanced or Professional,179,0,no,0,0,0,no,yes
5145,49,25,1,Undergraduate,138,81,no,0,1,0,no,no
1739,43,17,1,Advanced or Professional,55,0,no,0,0,0,yes,no
5532,,,2,Undergraduate,,176,yes,7.1,0,0,yes,no
1839,50,0,4,Undergraduate,41,0,no,0,0,0,no,no
2249,41,3,3,Advanced or Professional,102,136,no,0,0,0,yes,no
4337,,,,Advanced or Professional,,135,yes,6.5,0,0,yes,no
1776,57,20,4,Graduate,112,0,no,0,0,0,yes,no
4358,62,35,2,Graduate,167,266,no,0,0,1,yes,yes
2431,36,32,4,Undergraduate,63,72,no,0,0,0,yes,no
3875,31,26,2,Undergraduate,104,0,no,0,0,0,no,no
2803,62,30,3,Advanced or Professional,46,99,no,0,1,0,yes,no
3762,57,1,1,Undergraduate,86,0,no,0,0,0,yes,no
2431,27,15,3,Graduate,145,0,no,0,0,0,yes,no
906,,10,,Undergraduate,215,0,no,0,0,0,yes,no
2584,51,8,2,Advanced or Professional,112,0,yes,2.7,0,0,yes,no
3553,24,7,4,Advanced or Professional,66,0,yes,0.1,0,0,yes,no
2443,56,26,1,Undergraduate,40,0,no,0,0,0,yes,no
4019,35,16,3,Undergraduate,50,0,no,0,1,0,yes,no
1588,46,0,2,Undergraduate,52,154,no,0,0,0,no,no
253,47,23,1,Undergraduate,56,167,no,0,0,0,yes,no
3842,24,11,4,Undergraduate,71,0,no,0,0,0,yes,no
4866,34,17,1,Graduate,104,0,no,0,0,0,no,no
4640,52,3,1,Advanced or Professional,173,0,no,0,0,0,yes,no
1035,53,23,4,Graduate,102,0,no,0,0,0,yes,no
1044,36,20,3,Graduate,8,0,yes,1.1,0,0,yes,no
4250,50,21,1,Undergraduate,80,0,no,0,0,0,yes,no
3669,39,5,3,Graduate,166,230,yes,1,1,0,yes,yes
3233,26,27,2,Undergraduate,125,0,no,0,0,0,yes,no
1896,51,27,2,Undergraduate,50,140,no,0,0,0,no,no
1151,49,20,3,Undergraduate,146,0,no,0,0,0,yes,yes
2470,44,34,3,Graduate,78,74,no,0,0,0,yes,no
4987,47,26,2,Undergraduate,60,80,no,0,0,0,yes,no
4981,27,13,2,Advanced or Professional,73,107,no,0,0,0,yes,no
2222,46,20,1,Graduate,102,0,no,0,0,0,no,no
5716,46,26,2,Undergraduate,46,82,no,0,0,0,yes,no
2500,53,8,2,Advanced or Professional,44,0,no,0,0,1,yes,no
5987,63,7,2,Advanced or Professional,137,111,no,0,0,0,yes,yes
3191,51,8,1,Undergraduate,60,0,no,0,0,0,yes,no
3598,60,7,2,Graduate,43,0,no,0,0,0,no,no
4448,52,6,2,Advanced or Professional,73,81,no,0,0,0,yes,no
5011,43,41,3,Advanced or Professional,41,198,no,0,0,0,yes,no
4375,,,6,Graduate,,0,no,0,1,0,yes,no
5244,46,36,2,Advanced or Professional,93,0,no,0,0,0,no,no
4377,54,33,1,Advanced or Professional,48,0,no,0,0,0,yes,no
3307,33,10,1,Graduate,84,0,no,0,0,0,yes,no
4939,40,8,,Graduate,,0,no,0,0,1,yes,no
3871,54,32,1,Advanced or Professional,75,95,no,0,0,0,no,no
4562,34,6,4,Undergraduate,81,140,no,0,0,0,no,no
4521,65,31,4,Graduate,208,150,no,0,0,0,yes,no
1540,55,38,1,Graduate,40,125,no,0,0,0,yes,no
1628,51,18,1,Advanced or Professional,64,0,no,0,0,0,no,no
1211,62,28,1,Advanced or Professional,15,113,yes,0.5,0,0,yes,no
1836,27,26,4,Graduate,72,0,yes,1.1,0,0,no,no
863,39,23,2,Advanced or Professional,85,155,yes,0.7,0,0,yes,no
2929,24,32,1,Graduate,28,0,no,0,0,0,no,no
1975,,,,Advanced or Professional,,0,no,0,1,0,yes,no
3297,38,18,1,Graduate,100,120,no,0,0,0,yes,no
3164,35,27,3,Graduate,41,0,no,0,0,0,yes,no
4470,25,4,2,Undergraduate,50,114,yes,0.1,0,0,no,no
230,58,36,1,Graduate,136,0,yes,4.5,0,1,yes,yes
4878,66,0,3,Undergraduate,39,211,no,0,0,0,yes,no
4031,38,0,3,Undergraduate,34,74,no,0,1,0,yes,no
408,59,14,3,Advanced or Professional,43,0,yes,2.9,1,0,no,no
2179,39,30,4,Graduate,165,149,no,0,0,0,yes,yes
3752,64,10,3,Advanced or Professional,168,179,no,0,0,0,yes,no
4779,51,12,1,Undergraduate,84,0,no,0,0,0,yes,no
2303,89,,3,Advanced or Professional,,0,no,0,0,0,no,no
104,31,12,4,Undergraduate,48,0,no,0,0,0,yes,no
3615,43,21,1,Graduate,162,211,no,0,0,0,yes,yes
5611,25,13,1,Undergraduate,88,0,no,0,0,0,no,no
652,28,30,4,Advanced or Professional,61,181,no,0,0,0,yes,no
2123,48,10,3,Undergraduate,35,263,no,0,0,0,no,no
5669,,15,,Graduate,,0,no,0,0,0,no,no
1558,,,,Undergraduate,,169,no,0,0,0,yes,no
359,64,1,3,Graduate,97,162,no,0,0,0,yes,no
1725,32,34,2,Graduate,34,0,yes,0.2,0,0,no,no
4710,33,30,2,Advanced or Professional,82,0,no,0,0,0,yes,no
3773,63,13,1,Advanced or Professional,36,179,no,0,0,0,yes,no
5261,,,,Undergraduate,222,84,no,0,0,0,no,no
4494,38,16,2,Undergraduate,67,174,no,0,0,0,no,no
2017,37,14,2,Graduate,194,73,no,0,0,0,no,yes
4487,34,0,2,Advanced or Professional,39,0,no,0,0,0,no,no
3434,26,13,3,Undergraduate,60,0,yes,4.3,0,0,no,no
2071,43,9,2,Advanced or Professional,140,224,no,0,0,0,no,no
5448,38,1,4,Advanced or Professional,63,0,no,0,0,0,yes,no
4718,50,8,2,Advanced or Professional,144,216,yes,1.2,0,0,no,no
4657,51,33,2,Graduate,72,72,no,0,0,0,no,no
2406,49,30,4,Graduate,84,137,no,0,0,0,no,no
4586,37,40,3,Undergraduate,84,0,no,0,0,0,yes,no
5893,30,39,4,Advanced or Professional,44,0,no,0,0,0,no,no
2787,60,30,1,Undergraduate,197,0,yes,3.4,0,0,yes,no
2822,45,28,1,Undergraduate,57,0,yes,1.4,0,0,no,no
1912,,,,Undergraduate,,127,no,0,0,0,yes,no
5119,39,3,1,Undergraduate,24,0,no,0,0,0,yes,no
3308,28,16,4,Advanced or Professional,37,0,no,0,0,0,no,no
2204,63,42,1,Advanced or Professional,44,0,no,0,0,0,yes,no
1248,33,33,1,Graduate,118,0,no,0,0,0,yes,no
4851,49,1,3,Undergraduate,94,0,no,0,0,0,no,no
338,54,37,4,Undergraduate,20,0,no,0,0,0,no,no
351,43,31,1,Undergraduate,46,0,yes,0.6,0,0,yes,no
3865,26,28,4,Graduate,68,0,no,0,0,0,no,no
2833,26,34,1,Advanced or Professional,48,0,yes,0.3,0,0,yes,no
5941,44,42,4,Graduate,65,0,yes,1.6,0,0,yes,no
2279,24,5,4,Graduate,49,0,no,0,0,0,yes,no
1597,60,16,3,Undergraduate,79,0,no,0,0,0,yes,no
989,44,25,2,Graduate,125,218,yes,0.1,1,0,no,no
904,24,17,2,Graduate,85,184,yes,0.5,1,0,no,no
5377,66,,,Advanced or Professional,,0,no,0,0,0,no,no
2578,32,20,4,Advanced or Professional,160,0,no,0,0,0,no,yes
859,60,35,2,Undergraduate,112,197,no,0,0,0,no,yes
4025,62,1,1,Undergraduate,96,0,yes,0.1,0,0,no,no
191,66,21,3,Graduate,97,0,no,0,0,0,no,no
1438,60,11,3,Undergraduate,66,0,no,0,1,1,no,no
2258,35,5,4,Undergraduate,14,0,yes,1.5,0,0,yes,no
1456,58,35,1,Advanced or Professional,105,134,no,0,0,0,yes,no
2408,31,27,2,Graduate,34,189,no,0,0,0,yes,no
515,35,28,3,Advanced or Professional,75,205,yes,0.7,0,0,yes,no
1488,34,12,1,Undergraduate,112,0,no,0,0,0,yes,no
5933,59,33,2,Undergraduate,20,213,yes,1.7,0,0,no,no
2498,34,41,4,Advanced or Professional,188,0,yes,1.5,0,0,no,no
4988,51,3,1,Advanced or Professional,92,0,yes,1.8,0,0,no,no
2082,44,24,1,Advanced or Professional,86,97,yes,4,0,0,yes,no
888,42,21,4,Advanced or Professional,42,0,no,0,0,0,no,no
2011,53,3,4,Undergraduate,23,0,no,0,0,0,yes,no
5583,52,0,4,Graduate,120,144,no,0,0,1,yes,yes
803,26,39,4,Advanced or Professional,68,0,no,0,1,1,no,no
5592,63,5,1,Undergraduate,20,130,no,0,0,0,yes,no
1767,43,34,3,Undergraduate,144,0,no,0,0,0,yes,no
483,50,11,4,Undergraduate,29,0,no,0,0,0,yes,no
2424,45,18,2,Advanced or Professional,29,0,no,0,0,0,yes,no
1054,46,5,1,Undergraduate,14,81,no,0,0,0,no,no
2456,46,21,2,Graduate,59,73,no,0,1,0,no,no
3619,23,21,1,Undergraduate,94,0,no,0,0,0,no,no
722,63,34,2,Graduate,21,115,no,0,0,0,no,no
4723,57,8,1,Undergraduate,106,0,yes,0.1,0,0,yes,no
5514,54,4,2,Advanced or Professional,104,111,yes,1.3,1,0,yes,no
3852,41,15,1,Advanced or Professional,28,137,no,0,0,0,yes,no
3050,61,29,3,Undergraduate,126,72,no,0,0,0,no,yes
5069,43,14,1,Advanced or Professional,72,0,no,0,0,0,no,no
1416,46,4,4,Graduate,99,150,yes,4.7,0,0,no,yes
5190,35,27,4,Graduate,190,261,no,0,0,0,yes,yes
1248,31,6,1,Advanced or Professional,70,222,no,0,0,0,yes,no
2281,29,0,2,Advanced or Professional,72,0,no,0,0,0,no,no
3766,64,39,3,Graduate,118,0,no,0,0,0,yes,no
3113,61,23,1,Undergraduate,53,0,yes,0.3,0,0,yes,no
557,,64,7,Graduate,,0,no,0,0,0,yes,no
3630,28,33,4,Undergraduate,150,454,no,0,0,1,yes,yes
4085,60,23,3,Advanced or Professional,116,0,no,0,0,0,no,yes
5206,46,37,2,Graduate,101,0,no,0,0,0,yes,no
1713,44,36,3,Undergraduate,64,0,no,0,0,0,yes,no
5845,,,1,Undergraduate,,0,yes,0.1,0,0,yes,no
5081,38,10,2,Graduate,185,0,no,0,0,1,yes,yes
2397,38,10,4,Undergraduate,88,182,yes,2.4,0,0,yes,no
5739,56,19,1,Advanced or Professional,27,100,no,0,0,0,no,no
3863,30,17,2,Advanced or Professional,100,0,no,0,0,0,no,no
3113,40,6,4,Undergraduate,36,85,no,0,1,0,no,no
420,37,36,2,Undergraduate,14,301,yes,1.6,0,0,yes,no
4921,38,41,4,Undergraduate,117,0,yes,0.3,0,0,no,no
3374,64,34,1,Undergraduate,115,177,yes,0.8,0,0,yes,no
2054,66,1,2,Undergraduate,9,0,no,0,0,1,no,no
4439,50,38,2,Undergraduate,67,88,no,0,0,0,yes,no
1910,25,25,3,Graduate,130,0,no,0,0,0,yes,no
798,59,3,2,Advanced or Professional,33,120,no,0,0,0,no,no
4742,31,33,4,Undergraduate,75,125,no,0,0,0,yes,no
2055,34,37,4,Undergraduate,34,0,no,0,0,0,no,no
1066,40,13,4,Advanced or Professional,196,0,no,0,0,0,no,no
1439,61,14,1,Advanced or Professional,64,114,yes,1.9,0,0,no,no
4741,63,5,4,Undergraduate,47,182,yes,0.6,0,0,yes,no
4294,42,12,3,Graduate,69,0,yes,0.3,0,0,yes,no
3613,48,10,3,Advanced or Professional,86,123,yes,0.5,0,0,yes,no
3186,35,41,4,Advanced or Professional,60,0,no,0,0,1,yes,no
5602,59,3,4,Graduate,111,0,no,0,0,0,yes,no
1119,49,6,1,Undergraduate,81,269,no,0,0,0,yes,no
5222,32,9,2,Graduate,19,0,no,0,0,0,no,no
5458,44,8,4,Undergraduate,96,0,no,0,0,0,no,no
1757,29,35,,Advanced or Professional,80,80,no,0,0,0,no,no
4511,57,32,1,Undergraduate,40,0,no,0,0,0,yes,no
2783,27,38,1,Undergraduate,86,0,yes,0.1,0,0,yes,no
666,51,30,1,Undergraduate,131,0,no,0,0,0,no,yes
3324,41,7,1,Advanced or Professional,39,0,no,0,0,0,yes,no
4193,33,28,1,Undergraduate,12,102,no,0,0,0,yes,no
20,38,27,3,Advanced or Professional,77,0,yes,1.2,0,0,no,no
3093,50,10,3,Advanced or Professional,70,0,no,0,0,0,yes,no
3007,50,0,4,Undergraduate,197,131,yes,4.2,0,0,no,yes
5472,57,5,3,Undergraduate,47,231,no,0,0,0,yes,no
1530,29,17,1,Undergraduate,32,0,yes,0.5,0,0,no,no
5064,91,,3,Undergraduate,,255,no,0,0,0,yes,no
1383,38,31,2,Advanced or Professional,130,250,no,0,0,0,yes,yes
2548,35,19,3,Undergraduate,84,0,no,0,0,0,yes,no
2541,33,37,4,Undergraduate,29,0,yes,0.3,0,0,yes,no
5597,62,23,3,Undergraduate,98,0,no,0,0,0,no,no
4850,65,7,4,Advanced or Professional,98,0,no,0,0,0,yes,no
2117,42,42,1,Advanced or Professional,111,70,no,0,0,0,no,no
3865,43,23,3,Graduate,114,277,no,0,0,0,yes,yes
2959,54,8,2,Advanced or Professional,162,0,yes,3.2,0,0,no,yes
849,42,36,1,Undergraduate,36,0,no,0,0,0,yes,no
2243,64,27,1,Advanced or Professional,109,111,no,0,1,0,yes,no
863,30,12,4,Graduate,136,0,yes,4.8,0,0,no,yes
2654,51,39,1,Graduate,101,0,yes,1.8,0,0,no,no
1762,35,37,3,Undergraduate,75,0,no,0,0,0,yes,no
3571,49,30,2,Undergraduate,110,88,no,0,1,0,yes,no
3610,58,35,3,Undergraduate,60,0,no,0,0,0,no,no
4859,63,5,4,Graduate,18,0,no,0,0,0,yes,no
95,43,37,4,Undergraduate,36,0,yes,2.4,0,0,no,no
2143,45,18,1,Advanced or Professional,81,0,yes,0.6,0,0,yes,no
2705,30,32,1,Advanced or Professional,51,95,yes,0.5,0,0,yes,no
1926,43,15,4,Advanced or Professional,145,249,no,0,0,0,yes,yes
3648,31,14,1,Advanced or Professional,133,0,yes,7.2,0,1,yes,yes
4921,61,16,4,Advanced or Professional,123,483,yes,3.2,0,0,yes,yes
5243,,,,Advanced or Professional,,115,no,0,0,0,yes,no
425,27,37,3,Undergraduate,159,0,no,0,0,0,no,no
1963,32,20,4,Advanced or Professional,153,0,yes,2.9,0,0,yes,yes
2586,47,21,3,Undergraduate,146,76,yes,0.9,0,0,yes,no
2841,24,40,2,Advanced or Professional,123,0,no,0,0,0,yes,no
1987,40,29,2,Advanced or Professional,88,0,no,0,0,0,yes,no
1903,31,41,2,Advanced or Professional,58,0,yes,0.9,0,0,yes,no
3988,53,65,,Graduate,299,0,no,0,1,0,no,no
2039,32,26,2,Advanced or Professional,81,0,no,0,1,1,yes,no
2128,32,21,3,Undergraduate,71,0,no,0,0,0,no,no
4188,,,,Undergraduate,33,0,no,0,0,0,yes,no
5023,50,36,4,Undergraduate,92,79,yes,1.2,0,0,yes,no
2780,31,37,2,Undergraduate,55,0,yes,1.2,0,0,no,no
3243,29,3,3,Undergraduate,36,214,no,0,0,0,no,no
3224,30,13,3,Undergraduate,51,211,no,0,0,0,yes,no
1031,47,41,2,Undergraduate,32,127,no,0,0,0,yes,no
4017,54,17,3,Undergraduate,13,0,no,0,1,1,yes,no
5508,40,31,4,Advanced or Professional,69,0,no,0,0,0,no,no
3973,60,0,4,Advanced or Professional,54,0,no,0,0,0,no,no
4331,40,17,1,Undergraduate,53,0,no,0,0,0,no,no
1639,57,34,4,Advanced or Professional,54,192,no,0,0,0,yes,no
4382,27,20,3,Undergraduate,158,171,no,0,0,1,yes,yes
2385,60,15,1,Advanced or Professional,82,108,yes,1.6,0,0,yes,no
3933,37,7,2,Undergraduate,98,0,no,0,0,0,no,no
5014,62,24,4,Advanced or Professional,55,0,no,0,0,0,yes,no
904,53,15,2,Graduate,171,194,yes,0.5,0,0,yes,no
133,40,22,3,Graduate,139,292,no,0,0,0,yes,yes
4467,67,10,1,Advanced or Professional,69,114,no,0,1,0,no,no
5447,24,31,3,Undergraduate,109,0,yes,2.9,0,0,yes,no
2524,64,2,3,Advanced or Professional,158,141,yes,3.6,0,0,no,yes
727,,,,Undergraduate,,141,no,0,0,1,yes,no
3028,42,2,4,Graduate,157,122,no,0,0,0,no,yes
5299,30,,1,Advanced or Professional,,0,no,0,0,0,yes,no
2978,34,0,4,Undergraduate,39,161,no,0,0,0,yes,no
4189,65,36,3,Advanced or Professional,82,0,yes,0.7,0,0,yes,no
353,58,39,1,Advanced or Professional,38,0,no,0,0,0,no,no
4092,54,25,3,Graduate,114,0,no,0,0,0,yes,no
1140,39,14,4,Undergraduate,37,80,yes,2.9,0,0,yes,no
956,39,26,2,Undergraduate,100,0,no,0,0,0,yes,no
3400,28,13,4,Undergraduate,13,148,no,0,0,0,yes,no
5864,41,32,3,Undergraduate,166,0,yes,0.9,0,1,yes,yes
5327,58,6,3,Graduate,46,0,no,0,0,0,yes,no
3265,43,14,1,Advanced or Professional,25,0,no,0,0,0,yes,no
2226,44,32,1,Undergraduate,30,97,yes,3.9,0,1,yes,no
4380,34,41,2,Undergraduate,53,189,no,0,0,0,no,no
1131,34,0,1,Graduate,161,0,no,0,0,0,no,yes
1946,63,35,3,Graduate,55,0,yes,1.1,0,0,no,no
604,,,,Undergraduate,69,116,no,0,0,0,yes,no
5885,,,,Advanced or Professional,,0,no,0,0,0,no,no
5020,54,14,3,Undergraduate,114,0,yes,1.9,0,0,no,no
201,,65,,Advanced or Professional,,0,yes,0.6,0,0,yes,no
633,64,28,4,Graduate,131,0,no,0,0,0,yes,yes
3980,,31,2,Undergraduate,,0,yes,0.2,0,0,yes,no
5492,58,24,4,Advanced or Professional,142,115,no,0,0,0,yes,no
5576,45,35,1,Graduate,97,0,no,0,0,0,yes,no
2326,64,39,1,Advanced or Professional,92,0,yes,2.3,1,0,no,no
1513,38,11,1,Graduate,51,0,yes,1,0,0,yes,no
4693,42,8,2,Advanced or Professional,117,148,no,0,0,0,yes,yes
5419,40,10,4,Advanced or Professional,92,0,no,0,0,0,no,no
4202,27,13,1,Undergraduate,58,0,no,0,1,0,yes,no
4134,60,10,2,Advanced or Professional,139,0,no,0,0,1,yes,no
2237,65,15,1,Graduate,90,196,no,0,0,0,yes,no
72,38,19,3,Advanced or Professional,158,0,no,0,0,0,no,yes
228,56,7,4,Graduate,87,0,no,0,1,0,yes,no
241,40,18,3,Graduate,73,0,no,0,0,0,yes,no
3054,89,,,Graduate,295,0,no,0,0,0,yes,no
4823,45,17,1,Advanced or Professional,80,0,yes,6.8,0,0,no,no
5457,41,21,4,Undergraduate,86,121,no,0,0,0,no,no
4480,58,18,3,Advanced or Professional,35,86,yes,0.7,0,0,yes,no
4671,65,17,1,Graduate,25,0,no,0,0,0,no,no
3953,37,2,2,Undergraduate,142,0,yes,1.8,0,0,yes,no
2692,32,36,,Graduate,67,0,no,0,0,0,no,no
5084,30,26,1,Advanced or Professional,20,0,no,0,0,0,yes,no
248,40,1,2,Advanced or Professional,57,237,no,0,0,0,yes,no
2761,41,1,2,Graduate,90,104,yes,0.8,0,0,no,no
3429,33,35,1,Undergraduate,56,70,yes,2.5,0,0,yes,no
3254,60,35,2,Undergraduate,114,0,yes,0,0,0,no,no
482,28,42,2,Advanced or Professional,75,0,no,0,1,0,no,no
413,46,8,1,Graduate,148,0,no,0,0,0,no,yes
299,37,25,3,Undergraduate,45,0,no,0,0,0,no,no
334,,8,,Advanced or Professional,52,0,no,0,0,0,no,no
1618,53,9,1,Graduate,27,179,no,0,0,0,yes,no
1884,42,38,1,Undergraduate,29,0,yes,2,0,0,yes,no
2140,37,13,2,Graduate,146,0,yes,3.9,0,0,yes,yes
3679,51,20,1,Undergraduate,76,0,no,0,0,0,yes,no
2622,33,40,3,Graduate,74,133,no,0,0,0,yes,no
5440,39,9,1,Undergraduate,13,0,no,0,0,0,yes,no
2215,27,2,4,Graduate,39,0,no,0,0,0,yes,no
348,36,7,1,Undergraduate,59,130,no,0,0,0,yes,no
5787,58,11,4,Graduate,93,0,no,0,0,0,yes,no
4833,33,23,1,Undergraduate,77,0,no,0,0,0,yes,no
187,61,15,4,Advanced or Professional,102,287,yes,5,0,0,yes,yes
132,27,19,1,Graduate,58,157,no,0,0,1,no,no
